pkey,Topic_Title,categorytype,notes,active,sdate,mdate,addedby,modedby,thefile,strength,subCategory,link
411,"Using .Exist() for xml datatypes (Xquery)",Server-Side,"<p>SELECT&nbsp;&nbsp; &nbsp;*,phones.exist('/phone/contact_value[.=""5615615611""]')<br />FROM&nbsp;&nbsp; &nbsp;(<br /><span style=""font-size: xx-small;"">&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;SELECT&nbsp;&nbsp; &nbsp;CAST(<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;'&lt;phone&gt;&lt;contact_value&gt;5615615611&lt;/contact_value&gt;&lt;contact_value&gt;9549549554&lt;/contact_value&gt;&lt;/phone&gt;'<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;AS XML<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;)AS phones<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;UNION ALL<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;SELECT&nbsp;&nbsp; &nbsp;CAST(<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;'&lt;phone&gt;&lt;contact_value&gt;8002392929&lt;/contact_value&gt;&lt;contact_value&gt;3163163166&lt;/contact_value&gt;&lt;/phone&gt;'<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;AS XML<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;)AS phones<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;UNION ALL<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;SELECT&nbsp;&nbsp; &nbsp;CAST(<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;'&lt;phone&gt;&lt;contact_value&gt;412541255&lt;/contact_value&gt;&lt;contact_value&gt;9549549554&lt;/contact_value&gt;&lt;/phone&gt;'<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;AS XML<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;)AS phones<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;UNION ALL<br /><br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;SELECT&nbsp;&nbsp; &nbsp;CAST(<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;'&lt;phone&gt;&lt;contact_value&gt;2342342344&lt;/contact_value&gt;&lt;contact_value&gt;5615615611&lt;/contact_value&gt;&lt;/phone&gt;'<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;AS XML<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; </span>&nbsp;)AS phones<br />&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;) a<br />WHERE&nbsp;&nbsp; &nbsp;phones.exist('/phone/contact_value[.=""5615615611""]') = 1</p>
<hr />
<p>To search by attribute:</p>
<p style=""padding-left: 30px;"">SELECT * FROM table-with-xml WHERE xml-column.exist('root/row/data [@id=666]')</p>
<hr />
<p>To search using an sql variable:</p>
<p style=""padding-left: 30px;"">DECLARE @sqlVar varchar(max);<br />SET @sqlVar = '5615615611'</p>
<p style=""padding-left: 30px;"">SELECT * FROM table-with-xml WHERE xml-column.exist('root/row/row_value/text() [.=sql:variable(""@sqlVar"")]')</p>
<hr />
<p>(keywords: exists)</p>",1,"2008-10-29 11:24:59","2008-11-12 12:11:48",shawn,shawn,NULL,4,"MS SQL",http://blogs.msdn.com/jgalla/archive/2005/06/10/427833.aspx
412,"FOR XML AUTO",Server-Side,"<p>See also : <a href=""http://msdn.microsoft.com/en-us/library/ms191268(SQL.90).aspx"" target=""_blank"">click here</a></p>
<hr />
<p>SELECT * FROM information_schema.tables FOR XML PATH, ROOT</p>
<p>The above does create a well-formed XML doc (&lt;root&gt;&lt;column_name&gt;value&lt;/column_name&gt;&lt;/root&gt;)</p>
<p>Also: FOR XML PATH, ROOT ('any-root-name')</p>
<hr />
<p>SELECT * FROM information_schema.tables FOR XML PATH</p>
<p>(&lt;row&gt;&lt;column_name&gt;value&lt;/column_name&lt;/row&gt;)</p>
<hr />
<p>SELECT * FROM information_schema.tables FOR XML AUTO</p>
<p>(&lt;table_name column_name=""value"" /&gt;&lt;table_name column_name="""" /&gt;)</p>
<hr />
<p>SELECT * FROM information_schema.tables FOR XML AUTO, ELEMENTS</p>
<p>(&lt;table_name&gt;&lt;column_name&gt;value&lt;/column_name&gt;&lt;/table_name&gt;)</p>
<hr />
<p>To include columns with null you have two choices:</p>
<p style=""padding-left: 30px;"">SELECT ISNULL(table_name,'') FROM information_schema.tables FOR XML AUTO<br />-OR-<br />SELECT * FROM information_schema.tables FOR XML AUTO, ELEMENTS XSINIL</p>
<hr />
<p>SELECT EmployeeID ""@EmpID"",&nbsp;</p>
<p>&nbsp;&nbsp; &nbsp; &nbsp; FirstName &nbsp;""EmpName/First"",&nbsp;</p>
<p>&nbsp;&nbsp; &nbsp; &nbsp; MiddleName ""EmpName/Middle"",&nbsp;</p>
<p>&nbsp;&nbsp; &nbsp; &nbsp; LastName &nbsp; ""EmpName/Last""</p>
<p>FROM &nbsp; HumanResources.Employee E, Person.Contact C</p>
<p>WHERE &nbsp;E.EmployeeID = C.ContactID</p>
<p>AND &nbsp; &nbsp;E.EmployeeID=1</p>
<p>FOR XML PATH</p>
<p>===</p>
<p>&lt;row EmpID=""1""&gt;</p>
<p>&nbsp;&nbsp;&lt;EmpName&gt;</p>
<p>&nbsp;&nbsp; &nbsp;&lt;First&gt;Gustavo&lt;/First&gt;</p>
<p>&nbsp;&nbsp; &nbsp;&lt;Last&gt;Achong&lt;/Last&gt;</p>
<p>&nbsp;&nbsp;&lt;/EmpName&gt;</p>
<p>&lt;/row&gt;</p>
<hr />
<p>Then use xQuery techniques to work with</p>",1,"2008-10-29 11:48:48","2009-04-14 13:45:29",shawn,shawn,NULL,4,"MS SQL",http://msdn.microsoft.com/en-us/library/ms345137.aspx#forxml2k5_topic4
413,"DateDiff to get date differences",Server-Side,"<p>Example : DATEDIFF ( year , birthdate , getdate() )</p>",1,"2008-10-30 16:56:24","2008-10-30 16:56:24",shawn,shawn,NULL,4,"MS SQL",http://msdn.microsoft.com/en-us/library/ms189794.aspx
414,"Parse XML document with: sp_xml_preparedocument",Server-Side,NULL,1,"2008-11-02 18:11:00","2008-11-02 18:11:00",shawn,shawn,NULL,3,"MS SQL",http://msdn.microsoft.com/en-us/library/ms191268(SQL.90).aspx
415,"ColdFusion Ajax UI Controls",Server-Side,NULL,1,"2008-11-03 11:26:14","2008-11-03 11:26:14",shawn,shawn,NULL,4,ColdFusion,http://livedocs.adobe.com/coldfusion/8/htmldocs/ajaxui_1.html#1096321
416,ColdFusion.Navigate,Server-Side,"<p>ColdFusion.navigate(<em><code>URL </code></em>[, <em><code>container</code></em>, <em><code>callbackhandler</code></em>, <em><code>errorhandler</code></em>, <em><code>httpMethod</code></em>, <em><code>formId</code></em>])</p>
<p>Example: &lt;cfDiv id=""shawn""&gt;&lt;/cfDiv&gt;&lt;script&gt;ColdFusion.navigate('index.cfm','shawn')&lt;/script&gt;</p>
<p>(NOT ColdFusion.Location)</p>",1,"2008-11-03 11:28:42","2008-11-03 11:29:57",shawn,shawn,NULL,3,ColdFusion,http://livedocs.adobe.com/coldfusion/8/htmldocs/JavaScriptFcns_24.html
417,"Read CSV File",Server-Side,"<p>&lt;cfhttp url="""" name=""query-name"" columns=""column-list"" firstrowasheaders=""no"" delimiter="","" textQualifier=""#chr(34)#"" /&gt;</p>
<p>-or-</p>
<p>&lt;cfhttp url="""" name=""query-name"" firstrowasheaders=""yes"" delimiter="","" textQualifier=""#chr(34)#"" /&gt;</p>",1,"2008-11-05 11:20:19","2008-11-05 11:20:19",shawn,shawn,NULL,5,ColdFusion,http://www.houseoffusion.com/groups/cf-talk/thread.cfm/threadid:31928
418,"Perfect link mouseover image changes acrossed browsers",Client-Side,"<p>&lt;style&gt;<br />a.link {background:url(image_0)}<br />a.link:hover {background:none}<br />.linkHover {background:url(mouse-over-image)}<br />&lt;/style&gt;<br />&lt;span class""linkHover""&gt;&lt;a class=""link""&gt;click for more&lt;/a&gt;&lt;/span&gt;</p>
<hr />
<p>tags: hover,rollover,mouseover</p>",1,"2008-11-06 21:56:11","2008-11-06 21:59:40",shawn,shawn,NULL,4,HTML,NULL
419,"Order By in views",Server-Side,"<p>SELECT&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; *,RANK() OVER (ORDER BY column-names) AS ranking<br />FROM&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; table-name</p>",1,"2008-11-10 17:01:29","2008-11-10 17:01:29",shawn,shawn,NULL,3,"MS SQL",http://sqladvice.com/blogs/repeatableread/archive/2006/06/14/18682.aspx
420,"Make containers containing float elements completely wrap correctly",Client-Side,"<p>Simple set the outer container that contains elements with the float attribute to have the attribute ""overflow:auto"" or ""overflow:hidden"".</p>
<p>&lt;div style=""overflow:auto""&gt;<br />&lt;div style=""float:left""&gt;shawn shawn shawn&lt;/div&gt;<br /> &lt;div style=""float:left""&gt;shawn shawn shawn&lt;/div&gt;<br /> &lt;div style=""float:left""&gt;shawn shawn shawn&lt;/div&gt;<br /> &lt;/div&gt;</p>",1,"2008-11-12 15:33:19","2008-11-12 15:33:19",shawn,shawn,NULL,5,"Internet Explorer",http://www.sitepoint.com/blogs/2005/02/26/simple-clearing-of-floats/
421,"Using OL/Li tags for CSS HTML Layouts",Client-Side,"<pre>Example:<br /><br />&lt;ol id=""wp""&gt;<br /> &lt;li id=""hd""&gt;Header&lt;/li&gt;<br /> &lt;li id=""bd""&gt;Body<br />  &lt;ol id=""doc""&gt;<br />   &lt;li id=""s1""&gt;Section 1&lt;/li&gt;<br />   &lt;li id=""s2""&gt;Section 2&lt;/li&gt;<br />   &lt;li id=""s3""&gt;Section 3&lt;/li&gt;<br />  &lt;/ol&gt;<br /> &lt;/li&gt;<br /> &lt;li id=""ft""&gt;Footer&lt;/li&gt;<br />&lt;/ol&gt;</pre>",1,"2008-11-12 17:02:52","2008-11-13 07:38:29",shawn,shawn,NULL,4,CSS,http://www.tjkdesign.com/articles/css-layout/how-to/float-less_fluid_layout.asp
422,"Target IE only in CSS",Client-Side,"<p>Just add a comma to the end of the class name</p>
<p>&lt;style&gt;<br />.class_for_all_browsers {}<br />.class_for_IE_only, {}<br />&lt;/style&gt;</p>",1,"2008-11-13 10:22:14","2008-11-13 10:22:14",shawn,shawn,NULL,3,"Internet Explorer",NULL
423,"My Cross-Browser ""inline-block""","Custom Coding","<p>&lt;span style=""display:inline-block""&gt;&lt;div style=""display:table-cell""&gt;&lt;/div&gt;&lt;/span&gt;</p>
<hr />
<p>The purpose of ""display:table-cell"" is mostly for Fire-fox and Safari compliance. Which would otherwise display the element under the base-line of adjacent elements.</p>",1,"2008-11-13 11:56:15","2008-11-13 11:56:15",shawn,shawn,NULL,5,DHTML,NULL
424,"168 Bugs in Internet Explorer 7",Client-Side,NULL,1,"2008-11-13 12:40:38","2008-11-13 12:40:38",shawn,shawn,NULL,5,"Internet Explorer",http://www.gtalbot.org/BrowserBugsSection/MSIE7Bugs/
425,"Creating Ajax safe loadable scripts",Client-Side,"<p>&lt;script type=""text/javascript"" language=""Javascript""&gt;<br />&nbsp;&nbsp;&nbsp;&nbsp; var newScript = document.createElement('script');<br />&nbsp;&nbsp;&nbsp;&nbsp; newScript.type = 'text/javascript';<br />&nbsp;&nbsp;&nbsp;&nbsp; newScript.src = '#variables.jsURL &amp; trim(arguments.script)#';<br />&nbsp;&nbsp;&nbsp;&nbsp; document.getElementsByTagName(""head"")[0].appendChild(newScript);<br />&lt;/script&gt;</p>",1,"2008-11-18 11:56:45","2008-11-19 17:12:50",shawn,shawn,NULL,5,JavaScript,http://www.hunlock.com/blogs/Howto_Dynamically_Insert_Javascript_And_CSS
426,ColdFusion.Ajax.submitForm,Server-Side,"<pre>ColdFusion.Ajax.submitForm(<em><code>formId</code></em>, <em><code>URL</code></em>, <em><code>callbackhandler</code></em>, <em><code>errorhandler</code></em>, <em><code>httpMethod</code></em>, <em><code>asynch</code></em> );<br /></pre>
<hr />
<p><span style=""color: #ff0000;"">WARNING!!! <span style=""color: #000000;"">httpMethod is case sensative (GET or POST)</span><br /></span></p>
<hr />
<pre>&lt;cfAjaxImport /&gt;<br />&lt;script&gt;<br />    function submitForm() {<br />        ColdFusion.Ajax.submitForm('myform', 'asyncFormHandler.cfm', callback,<br />            errorHandler);<br />    }<br />    <br />    function callback(text)<br />    {<br />        alert(""Callback: "" + text);<br />    }<br />    <br />    function errorHandler(code, msg)<br />    {<br />        alert(""Error!!! "" + code + "": "" + msg);<br />    }<br />&lt;/script&gt;<br /><br />&lt;cfform name=""myform""&gt;<br />    &lt;cfinput name=""mytext1""&gt;&lt;br /&gt;<br />    &lt;cfinput name=""mytext2""&gt;<br />&lt;/cfform&gt;<br /></pre>
<hr />
<p><span style=""color: #ff0000;"">IMPORTANT! <span style=""color: #000000;"">You can also submit forms using ColdFusion.navigate:</span></span></p>
<pre>ColdFusion.navigate(<em><code>URL </code></em>, <em><code>container</code></em>, <em><code>callbackhandler</code></em>, <em><code>errorhandler</code></em>, <em><code>httpMethod</code></em>, <em><code>formId</code></em> )<br /></pre>
<hr />
<p><span style=""color: #ff0000;"">HANDLING CALLBACK</span> (return from submitform is not in JSON format already!!!)</p>
<p>1. Add to your submit url returnFormat=JSON<br />2. In callback function use ColdFusion.JSON.decode( return-variable-name )</p>",1,"2008-11-18 17:25:51","2009-06-02 13:11:21",shawn,shawn,NULL,4,ColdFusion,http://livedocs.adobe.com/coldfusion/8/htmldocs/JavaScriptFcns_03.html
427,"Targeting Internet Explorer Only",Client-Side,"<div class=""code"">
<pre>&lt;!--[if IE]&gt;<br />&lt;link rel=""stylesheet"" href=""ie.css"" type=""text/css"" /&gt;<br />&lt;![endif]--&gt;<br /></pre>
</div>
<h3>IE 6 only</h3>
<div class=""code"">
<pre>&lt;!--[if IE 6]&gt;<br />&lt;link rel=""stylesheet"" href=""ie6.css"" type=""text/css"" /&gt;<br />&lt;![endif]--&gt;<br /></pre>
</div>
<h3>IE 7 only</h3>
<div class=""code"">
<pre>&lt;!--[if IE 7]&gt;<br /><br />&lt;link rel=""stylesheet"" href=""ie7.css"" type=""text/css"" /&gt;<br /><br />&lt;![endif]--&gt;<br /></pre>
</div>
<h3>Less than IE 7</h3>
<div class=""code"">
<pre>&lt;!--[if lt IE 7]&gt;<br />&lt;link rel=""stylesheet"" href=""ie6.css"" type=""text/css"" /&gt;<br />&lt;![endif]--&gt;<br /></pre>
</div>",1,"2008-11-20 16:01:26","2008-11-20 16:01:26",shawn,shawn,NULL,3,"Internet Explorer",http://www.zimmertech.com/tutorials/css/65/target-ie-only-css.php
428,"HTML Anchors",Client-Side,"<pre>&lt;a href=""#tips""&gt;Jump to the Useful Tips Section&lt;/a&gt;<br />&lt;a name=""tips""&gt;Useful Tips Section&lt;/a&gt;</pre>",1,"2008-11-26 14:14:25","2008-11-26 14:14:25",shawn,shawn,NULL,5,HTML,http://www.w3schools.com/HTML/html_links.asp
429,"Manually make ColdFusion Ajax calls",Server-Side,"<p>ColdFusion.AjaxProxy.invoke( setup , method , arguments );</p>
<hr />
<p>var local=<br />{<br />&nbsp;&nbsp; &nbsp;httpMethod&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;: 'GET',<br />&nbsp;&nbsp; &nbsp;async&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;: false,<br />&nbsp;&nbsp; &nbsp;callbackHandler&nbsp;&nbsp; &nbsp;: null,<br />&nbsp;&nbsp; &nbsp;errorHandler&nbsp;&nbsp; &nbsp;: null,<br />&nbsp;&nbsp; &nbsp;formId&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;: null,<br />&nbsp;&nbsp; &nbsp;returnFormat&nbsp;&nbsp; &nbsp;: 'plain',<br />&nbsp;&nbsp; &nbsp;cfcPath&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; &nbsp;: ''<br />};<br /><br />return = ColdFusion.AjaxProxy.invoke(local, """", {});</p>",1,"2008-11-29 02:47:54","2008-12-30 14:50:08",shawn,shawn,NULL,5,ColdFusion,NULL
430,"ColdFusion dhtml UI script knowledge",Server-Side,"<p><br />straight to the API documentation - <a href=""http://extjs.com/deploy/dev/docs/"">http://extjs.com/deploy/ext/docs/</a></p>
<p><a href=""http://developer.yahoo.com/yui/"">http://developer.yahoo.com/yui/</a></p>
<p>1.1 docs -&nbsp;http://extjs.com/deploy/ext-1.1.1/docs/</p>",1,"2008-11-29 02:48:47","2009-07-06 21:57:57",shawn,shawn,NULL,5,ColdFusion,http://livedocs.adobe.com/coldfusion/8/htmldocs/help.html?content=ajaxdata_11.html
431,cfTree,Server-Side,"<p>Also see: <a href=""http://livedocs.adobe.com/coldfusion/8/htmldocs/Tags_t_11.html"" target=""_blank"">cfTreeItem</a></p>",1,"2008-11-30 12:39:52","2008-11-30 12:40:32",shawn,shawn,NULL,3,ColdFusion,http://livedocs.adobe.com/coldfusion/8/htmldocs/Tags_t_10.html#1104271
432,"Better date validation then isDate",Server-Side,"<p>It is important to note that isDate() will accept ""20/10/2008"" as a valid date.</p>
<p>Use isValid(""usDate"",""20/10/2008"") and this will NOT be a valid date.</p>
<p>ColdFusion seems to auto-correct the invalid date with isDate()... You can see this by outputting dateFormat() and see that the bad date is actually corrected</p>",1,"2008-12-01 11:14:16","2008-12-01 11:14:16",shawn,shawn,NULL,4,ColdFusion,NULL
433,Array,Client-Side,"<p><span style=""font-size: x-small; font-family: arial,helvitica;""><span class=""METHOD""><strong>METHODS</strong></span> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Concat.html"" target=""_self"">concat</a> Method</strong> <br /> The <strong>concat</strong> method joins two or more <strong>Array</strong> objects producing            one new one. The original <strong>Array</strong> objects are unaffected by this            but, if one copy of a string or number is altered, it is not reflected            in the other, whereas a change to an object reference can be seen in            both copies.          <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">concat</span><span class=""ARGUMENT"">(arrayName2, arrayName3, ..., arrayNameN)</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Join.html"" target=""_self"">join</a> Method</strong> <br /> The <strong>join</strong> method is used to join all the elements of an array            into a single string separated by a specified string separator (if none            is specified, the default is a comma).         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">join</span><span class=""ARGUMENT"">(separator)</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Pop.html"" target=""_self"">pop</a> Method</strong> <br /> The <strong>pop</strong> method is used to remove and return the last element            of an array. This affects the length of the array.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">pop</span><span class=""ARGUMENT"">()</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Push.html"" target=""_self"">push</a> Method</strong> <br /> The <strong>push</strong> method is used to append one or more elements to an array,            returning the new length of it. This affects the length of the array.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">push</span><span class=""ARGUMENT"">(element1, ..., elementN)</span></strong> <br />&nbsp;<br /><strong>reverse Method</strong> <br /> The <strong>reverse</strong> method, as the name implies, reverses the order of            the elements in an array making the first last and the last first.         Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">reverse</span><span class=""ARGUMENT"">()</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Shift.html"" target=""_self"">shift</a> Method</strong> <br /> The <strong>shift</strong> method removes and returns the first element of an            array. This affects the length of the array.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">shift</span><span class=""ARGUMENT"">()</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Slice.html"" target=""_self"">slice</a> Method</strong> <br /> The <strong>slice</strong> method creates a new array from a selected section            of an array.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">slice</span><span class=""ARGUMENT"">(begin[,end])</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Splice.html"" target=""_self"">splice</a> Method</strong> <br /> The <strong>splice</strong> method is used to add and/or remove elements of an            array.         <br />&nbsp;</span></p>
<p><span style=""font-size: x-small; font-family: arial,helvitica;""> Syntax; <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">splice</span><span class=""ARGUMENT"">(index, howMany, [element1][, ..., elementN])</span></strong><strong><span class=""ARGUMENT""></span></strong> <br /><br />Remove Example: Array.splice( 2 , 1 )//remove 3rd element<br />Remove Examp2: Array.splice(2,2)//removes 3rd and 4th element<br />...InternetExplorer requires 'howMany' argument, FireFox does not<br /><a href=""http://www.w3schools.com/jsref/jsref_splice.asp"">click here for more on splice</a></span></p>
<p><span style=""font-size: x-small; font-family: arial,helvitica;""><br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Sort.html"" target=""_self"">sort</a> Method</strong> <br /> The <strong>sort</strong> method sorts the elements of an <strong>array</strong>.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">sort</span><span class=""ARGUMENT"">(compareFunction)</span></strong> <br />&nbsp;<br /><strong>toSource Method</strong> <br /> The <strong>toSource</strong> method is inherited from the <strong>Object</strong> object            and returns the source code of the array. For details see the <strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/ToSource.html"" target=""_self"">Object.toSource</a></strong> method.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">toSource</span><span class=""ARGUMENT"">()</span></strong> <br />&nbsp;<br /><strong>toString Method</strong> <br /> The <strong>toString</strong> method is inherited from the <strong>Object</strong> object            and returns a string representing the specified array and its elements.            For more details see the <strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/ToString.html"" target=""_self"">Object.toString</a></strong> method.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">toString</span><span class=""ARGUMENT"">()</span></strong> <br />&nbsp;<br /><strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/Unshift.html"" target=""_self"">unshift</a> Method</strong> <br /> The <strong>unshift</strong> method adds one or more elements to the beginning            of an array and returns the new length (prepend).         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">unshift</span><span class=""ARGUMENT"">(element1,..., elementN)</span></strong> <br />&nbsp;<br /><strong>valueOf Method</strong> <br /> The <strong>valueOf</strong> method is inherited from the <strong>Object</strong> object            and returns a primitive value for a specified array. For details see            the <strong><a href=""http://www.devguru.com/Technologies/Ecmascript/Quickref/valueOf.html"" target=""_self"">Object.valueOf</a> </strong>method.         <br />&nbsp;<br /> Syntax: <strong><span class=""OBJECT"">Array.</span><span class=""METHOD"">valueOf</span><span class=""ARGUMENT"">()</span></strong></span></p>
<hr />
<p>String (list) to array : String-Name.split(',')</p>",1,"2008-12-02 13:22:33","2009-10-04 11:51:24",shawn,shawn,NULL,5,JavaScript,http://www.devguru.com/Technologies/Ecmascript/Quickref/array.html
